user_id,timestamp
1,2023-03-02T15:10:28Z
6,2023-03-01T21:12:53Z
1,2023-03-01T19:14:12Z
2,2023-03-01T19:26:57Z
3,2023-03-01T17:30:37Z
7,2023-03-02T00:56:58Z
5,2023-03-01T01:49:08Z
2,2023-03-02T08:29:41Z
3,2023-03-02T18:50:49Z
2,2023-03-01T06:40:22Z
6,2023-03-02T05:31:37Z
5,2023-03-02T13:56:54Z
7,2023-03-01T16:47:08Z
1,2023-03-02T18:43:32Z
1,2023-03-01T16:29:13Z
3,2023-03-02T07:25:32Z
7,2023-03-01T04:27:32Z
4,2023-03-02T03:58:09Z
6,2023-03-02T12:35:43Z
3,2023-03-01T00:02:43Z
4,2023-03-01T11:30:24Z
2,2023-03-02T15:21:46Z
6,2023-03-02T13:44:30Z
2,2023-03-01T06:13:40Z
7,2023-03-02T09:29:35Z
5,2023-03-01T08:08:20Z
6,2023-03-02T00:58:01Z
4,2023-03-01T02:59:09Z
